n,win_rate,avg_net_pct,total_pct,max_dd_pct,sharpe,tp_rate,sl_rate,timeout_rate,rally_lb,rally_thr,rsi_thr,tp_pct,sl_pct,hold_bars,symbol
35,51.43,-0.405,-13.468,-14.609,-6.368,0.0,14.3,85.7,4,1.5,60,3.0,2.5,6,BTCUSDT
33,42.42,-0.608,-18.576,-17.999,-7.268,3.0,21.2,75.8,4,1.5,60,3.0,2.5,12,BTCUSDT
28,39.29,-0.5206,-14.092,-15.109,-4.92,10.7,35.7,53.6,4,1.5,60,3.0,2.5,24,BTCUSDT
33,48.48,-0.4825,-15.006,-16.219,-6.925,0.0,3.0,97.0,4,1.5,60,3.0,4.0,6,BTCUSDT
29,41.38,-0.7063,-18.972,-18.398,-7.463,3.4,10.3,86.2,4,1.5,60,3.0,4.0,12,BTCUSDT
24,45.83,-0.5746,-13.492,-14.996,-4.701,16.7,16.7,66.7,4,1.5,60,3.0,4.0,24,BTCUSDT
31,51.61,-0.176,-5.467,-6.751,-3.301,41.9,25.8,32.3,4,1.5,65,1.0,1.5,6,BTCUSDT
31,54.84,-0.1988,-6.178,-7.939,-3.29,51.6,35.5,12.9,4,1.5,65,1.0,1.5,12,BTCUSDT
30,60.0,-0.17,-5.191,-7.513,-2.652,60.0,40.0,0.0,4,1.5,65,1.0,1.5,24,BTCUSDT
28,60.71,0.0197,0.415,-3.435,0.381,50.0,3.6,46.4,4,1.5,65,1.0,2.5,6,BTCUSDT
26,57.69,-0.1537,-4.115,-5.915,-2.355,53.8,7.7,38.5,4,1.5,65,1.0,2.5,12,BTCUSDT
24,70.83,-0.062,-1.729,-6.48,-0.818,70.8,20.8,8.3,4,1.5,65,1.0,2.5,24,BTCUSDT
27,59.26,-0.038,-1.177,-4.966,-0.676,48.1,0.0,51.9,4,1.5,65,1.0,4.0,6,BTCUSDT
24,54.17,-0.3606,-8.572,-10.288,-4.469,50.0,8.3,41.7,4,1.5,65,1.0,4.0,12,BTCUSDT
22,72.73,-0.0754,-1.943,-7.887,-0.877,72.7,9.1,18.2,4,1.5,65,1.0,4.0,24,BTCUSDT
29,41.38,-0.3179,-8.951,-10.153,-6.129,13.8,24.1,62.1,4,1.5,65,1.5,1.5,6,BTCUSDT
28,42.86,-0.3273,-8.981,-11.115,-4.883,25.0,42.9,32.1,4,1.5,65,1.5,1.5,12,BTCUSDT
27,48.15,-0.2637,-7.154,-10.706,-3.423,44.4,51.9,3.7,4,1.5,65,1.5,1.5,24,BTCUSDT
27,51.85,-0.0636,-1.843,-3.674,-1.179,22.2,3.7,74.1,4,1.5,65,1.5,2.5,6,BTCUSDT
25,48.0,-0.3397,-8.396,-10.544,-4.497,28.0,12.0,60.0,4,1.5,65,1.5,2.5,12,BTCUSDT
23,60.87,-0.1419,-3.533,-8.228,-1.608,47.8,26.1,26.1,4,1.5,65,1.5,2.5,24,BTCUSDT
26,50.0,-0.1459,-3.876,-5.669,-2.553,19.2,0.0,80.8,4,1.5,65,1.5,4.0,6,BTCUSDT
22,45.45,-0.535,-11.427,-13.504,-5.938,27.3,9.1,63.6,4,1.5,65,1.5,4.0,12,BTCUSDT
19,63.16,-0.4594,-8.787,-13.219,-4.083,42.1,15.8,42.1,4,1.5,65,1.5,4.0,24,BTCUSDT
29,41.38,-0.3158,-8.901,-9.942,-5.953,6.9,24.1,69.0,4,1.5,65,2.0,1.5,6,BTCUSDT
28,39.29,-0.3334,-9.157,-9.915,-4.743,14.3,42.9,42.9,4,1.5,65,2.0,1.5,12,BTCUSDT
27,48.15,-0.0761,-2.41,-8.076,-0.863,40.7,51.9,7.4,4,1.5,65,2.0,1.5,24,BTCUSDT
27,51.85,-0.0639,-1.861,-3.199,-1.153,11.1,3.7,85.2,4,1.5,65,2.0,2.5,6,BTCUSDT
25,44.0,-0.3221,-8.023,-8.809,-4.009,20.0,12.0,68.0,4,1.5,65,2.0,2.5,12,BTCUSDT
22,59.09,-0.0241,-0.915,-6.945,-0.246,40.9,27.3,31.8,4,1.5,65,2.0,2.5,24,BTCUSDT
26,50.0,-0.1655,-4.365,-5.669,-2.901,7.7,0.0,92.3,4,1.5,65,2.0,4.0,6,BTCUSDT
22,40.91,-0.5378,-11.503,-12.241,-5.756,18.2,9.1,72.7,4,1.5,65,2.0,4.0,12,BTCUSDT
19,63.16,-0.2982,-5.996,-9.365,-2.48,36.8,15.8,47.4,4,1.5,65,2.0,4.0,24,BTCUSDT
29,37.93,-0.404,-11.186,-12.2,-8.44,0.0,24.1,75.9,4,1.5,65,3.0,1.5,6,BTCUSDT
28,39.29,-0.3382,-9.296,-8.653,-4.65,3.6,42.9,53.6,4,1.5,65,3.0,1.5,12,BTCUSDT
27,40.74,-0.058,-2.017,-8.076,-0.592,18.5,51.9,29.6,4,1.5,65,3.0,1.5,24,BTCUSDT
27,48.15,-0.1797,-4.857,-5.944,-3.635,0.0,3.7,96.3,4,1.5,65,3.0,2.5,6,BTCUSDT
25,44.0,-0.3411,-8.469,-7.82,-4.168,4.0,12.0,84.0,4,1.5,65,3.0,2.5,12,BTCUSDT
22,50.0,-0.083,-2.236,-5.864,-0.798,13.6,27.3,59.1,4,1.5,65,3.0,2.5,24,BTCUSDT
26,46.15,-0.2639,-6.764,-7.829,-5.031,0.0,0.0,100.0,4,1.5,65,3.0,4.0,6,BTCUSDT
22,40.91,-0.5439,-11.638,-11.011,-5.681,4.5,9.1,86.4,4,1.5,65,3.0,4.0,12,BTCUSDT
19,52.63,-0.4027,-7.875,-10.069,-3.261,15.8,15.8,68.4,4,1.5,65,3.0,4.0,24,BTCUSDT
23,47.83,-0.2326,-5.335,-7.506,-4.225,39.1,30.4,30.4,4,1.5,70,1.0,1.5,6,BTCUSDT
22,45.45,-0.413,-8.848,-11.081,-6.597,45.5,45.5,9.1,4,1.5,70,1.0,1.5,12,BTCUSDT
22,50.0,-0.42,-9.002,-11.23,-6.419,50.0,50.0,0.0,4,1.5,70,1.0,1.5,24,BTCUSDT
21,61.9,0.0649,1.259,-2.67,1.214,52.4,4.8,42.9,4,1.5,70,1.0,2.5,6,BTCUSDT
18,55.56,-0.1635,-3.046,-5.421,-2.444,55.6,11.1,33.3,4,1.5,70,1.0,2.5,12,BTCUSDT
18,72.22,-0.0061,-0.299,-4.699,-0.081,72.2,22.2,5.6,4,1.5,70,1.0,2.5,24,BTCUSDT
20,60.0,-0.0108,-0.346,-3.618,-0.182,50.0,0.0,50.0,4,1.5,70,1.0,4.0,6,BTCUSDT
16,50.0,-0.4752,-7.553,-9.817,-5.389,50.0,12.5,37.5,4,1.5,70,1.0,4.0,12,BTCUSDT
16,68.75,-0.2363,-3.97,-9.391,-2.499,68.8,12.5,18.8,4,1.5,70,1.0,4.0,24,BTCUSDT
21,33.33,-0.3686,-7.563,-9.765,-6.929,14.3,28.6,57.1,4,1.5,70,1.5,1.5,6,BTCUSDT
20,35.0,-0.4717,-9.179,-11.826,-6.917,25.0,50.0,25.0,4,1.5,70,1.5,1.5,12,BTCUSDT
20,40.0,-0.5215,-10.112,-12.718,-7.001,35.0,60.0,5.0,4,1.5,70,1.5,1.5,24,BTCUSDT
20,50.0,0.0483,0.848,-2.968,0.841,30.0,5.0,65.0,4,1.5,70,1.5,2.5,6,BTCUSDT
18,50.0,-0.2037,-3.806,-6.676,-2.56,38.9,16.7,44.4,4,1.5,70,1.5,2.5,12,BTCUSDT
18,66.67,0.0802,1.225,-3.133,0.971,50.0,22.2,27.8,4,1.5,70,1.5,2.5,24,BTCUSDT
19,47.37,-0.0586,-1.241,-4.978,-0.942,26.3,0.0,73.7,4,1.5,70,1.5,4.0,6,BTCUSDT
15,46.67,-0.463,-6.988,-9.699,-4.592,40.0,13.3,46.7,4,1.5,70,1.5,4.0,12,BTCUSDT
15,66.67,-0.3681,-5.727,-9.462,-3.219,46.7,20.0,33.3,4,1.5,70,1.5,4.0,24,BTCUSDT
21,33.33,-0.3715,-7.62,-9.658,-6.947,4.8,28.6,66.7,4,1.5,70,2.0,1.5,6,BTCUSDT
20,30.0,-0.512,-9.918,-11.19,-7.308,10.0,50.0,40.0,4,1.5,70,2.0,1.5,12,BTCUSDT
20,40.0,-0.3465,-6.961,-9.377,-4.007,35.0,60.0,5.0,4,1.5,70,2.0,1.5,24,BTCUSDT
20,50.0,0.0039,-0.039,-3.173,0.069,10.0,5.0,85.0,4,1.5,70,2.0,2.5,6,BTCUSDT
18,44.44,-0.1928,-3.645,-6.676,-2.268,22.2,16.7,61.1,4,1.5,70,2.0,2.5,12,BTCUSDT
17,64.71,0.242,3.908,-3.133,2.573,47.1,23.5,29.4,4,1.5,70,2.0,2.5,24,BTCUSDT
19,47.37,-0.1316,-2.59,-5.644,-2.23,5.3,0.0,94.7,4,1.5,70,2.0,4.0,6,BTCUSDT
15,40.0,-0.4833,-7.29,-8.599,-4.631,20.0,13.3,66.7,4,1.5,70,2.0,4.0,12,BTCUSDT
15,66.67,-0.1347,-2.422,-5.376,-1.085,46.7,20.0,33.3,4,1.5,70,2.0,4.0,24,BTCUSDT
21,33.33,-0.3801,-7.785,-9.82,-7.238,0.0,28.6,71.4,4,1.5,70,3.0,1.5,6,BTCUSDT
20,30.0,-0.5613,-10.8,-10.618,-8.19,0.0,50.0,50.0,4,1.5,70,3.0,1.5,12,BTCUSDT
20,35.0,-0.3545,-7.156,-10.188,-3.773,15.0,60.0,25.0,4,1.5,70,3.0,1.5,24,BTCUSDT
20,50.0,-0.0337,-0.775,-3.714,-0.63,0.0,5.0,95.0,4,1.5,70,3.0,2.5,6,BTCUSDT
18,44.44,-0.2515,-4.655,-6.676,-2.991,0.0,16.7,83.3,4,1.5,70,3.0,2.5,12,BTCUSDT
17,58.82,0.2341,3.72,-3.133,2.295,11.8,23.5,64.7,4,1.5,70,3.0,2.5,24,BTCUSDT
19,47.37,-0.1412,-2.764,-5.644,-2.427,0.0,0.0,100.0,4,1.5,70,3.0,4.0,6,BTCUSDT
15,40.0,-0.5311,-7.955,-7.768,-5.096,0.0,13.3,86.7,4,1.5,70,3.0,4.0,12,BTCUSDT
15,60.0,-0.1718,-3.0,-4.829,-1.324,13.3,20.0,66.7,4,1.5,70,3.0,4.0,24,BTCUSDT
19,57.89,0.0004,-0.087,-2.712,0.008,52.6,21.1,26.3,4,2.5,55,1.0,1.5,6,BTCUSDT
19,63.16,0.0066,0.015,-3.975,0.118,57.9,26.3,15.8,4,2.5,55,1.0,1.5,12,BTCUSDT
18,61.11,-0.1422,-2.66,-6.543,-2.229,61.1,38.9,0.0,4,2.5,55,1.0,1.5,24,BTCUSDT
16,56.25,-0.1185,-1.994,-4.249,-1.893,50.0,12.5,37.5,4,2.5,55,1.0,2.5,6,BTCUSDT
16,62.5,-0.0802,-1.406,-2.89,-1.197,56.2,12.5,31.2,4,2.5,55,1.0,2.5,12,BTCUSDT
15,73.33,0.1027,1.425,-2.89,1.528,73.3,13.3,13.3,4,2.5,55,1.0,2.5,24,BTCUSDT
15,53.33,-0.1879,-2.892,-4.339,-2.924,46.7,0.0,53.3,4,2.5,55,1.0,4.0,6,BTCUSDT
15,60.0,-0.1538,-2.432,-4.301,-2.068,53.3,6.7,40.0,4,2.5,55,1.0,4.0,12,BTCUSDT
14,71.43,0.1254,1.63,-4.17,1.721,71.4,7.1,21.4,4,2.5,55,1.0,4.0,24,BTCUSDT
18,38.89,-0.2899,-5.206,-6.45,-4.804,22.2,33.3,44.4,4,2.5,55,1.5,1.5,6,BTCUSDT
18,50.0,-0.1738,-3.231,-4.681,-2.544,27.8,38.9,33.3,4,2.5,55,1.5,1.5,12,BTCUSDT
17,47.06,-0.2582,-4.483,-6.297,-3.295,47.1,52.9,0.0,4,2.5,55,1.5,1.5,24,BTCUSDT
15,40.0,-0.5284,-7.763,-8.973,-7.594,13.3,20.0,66.7,4,2.5,55,1.5,2.5,6,BTCUSDT
15,53.33,-0.3341,-5.052,-6.299,-4.337,20.0,20.0,60.0,4,2.5,55,1.5,2.5,12,BTCUSDT
14,64.29,0.0106,-0.04,-5.269,0.124,50.0,21.4,28.6,4,2.5,55,1.5,2.5,24,BTCUSDT
14,35.71,-0.4308,-5.966,-7.201,-6.682,14.3,0.0,85.7,4,2.5,55,1.5,4.0,6,BTCUSDT
14,57.14,-0.1403,-2.109,-4.63,-1.756,21.4,7.1,71.4,4,2.5,55,1.5,4.0,12,BTCUSDT
13,69.23,0.2972,3.763,-4.17,3.6,53.8,7.7,38.5,4,2.5,55,1.5,4.0,24,BTCUSDT
18,38.89,-0.3857,-6.816,-7.993,-6.875,5.6,33.3,61.1,4,2.5,55,2.0,1.5,6,BTCUSDT
18,38.89,-0.5054,-8.835,-8.307,-8.052,5.6,44.4,50.0,4,2.5,55,2.0,1.5,12,BTCUSDT
16,31.25,-0.5762,-9.024,-7.838,-6.786,31.2,68.8,0.0,4,2.5,55,2.0,1.5,24,BTCUSDT
15,40.0,-0.6261,-9.096,-10.128,-9.748,0.0,20.0,80.0,4,2.5,55,2.0,2.5,6,BTCUSDT
15,40.0,-0.7257,-10.454,-9.819,-11.232,0.0,20.0,80.0,4,2.5,55,2.0,2.5,12,BTCUSDT
13,53.85,-0.2063,-2.885,-7.657,-2.042,38.5,30.8,30.8,4,2.5,55,2.0,2.5,24,BTCUSDT
14,35.71,-0.5356,-7.326,-8.377,-9.124,0.0,0.0,100.0,4,2.5,55,2.0,4.0,6,BTCUSDT
14,42.86,-0.5598,-7.677,-7.023,-7.987,0.0,7.1,92.9,4,2.5,55,2.0,4.0,12,BTCUSDT
12,50.0,-0.7004,-8.394,-11.531,-5.731,33.3,16.7,50.0,4,2.5,55,2.0,4.0,24,BTCUSDT
18,38.89,-0.4173,-7.337,-8.388,-7.872,0.0,33.3,66.7,4,2.5,55,3.0,1.5,6,BTCUSDT
18,38.89,-0.5242,-9.139,-8.495,-8.601,0.0,44.4,55.6,4,2.5,55,3.0,1.5,12,BTCUSDT
16,31.25,-0.3695,-6.034,-6.744,-3.633,18.8,68.8,12.5,4,2.5,55,3.0,1.5,24,BTCUSDT
15,40.0,-0.6261,-9.096,-10.128,-9.748,0.0,20.0,80.0,4,2.5,55,3.0,2.5,6,BTCUSDT
15,40.0,-0.7257,-10.454,-9.819,-11.232,0.0,20.0,80.0,4,2.5,55,3.0,2.5,12,BTCUSDT
13,53.85,0.0246,0.008,-6.75,0.215,15.4,30.8,53.8,4,2.5,55,3.0,2.5,24,BTCUSDT
14,35.71,-0.5356,-7.326,-8.377,-9.124,0.0,0.0,100.0,4,2.5,55,3.0,4.0,6,BTCUSDT
14,42.86,-0.5598,-7.677,-7.023,-7.987,0.0,7.1,92.9,4,2.5,55,3.0,4.0,12,BTCUSDT
12,50.0,-0.4854,-6.053,-11.531,-3.588,16.7,16.7,66.7,4,2.5,55,3.0,4.0,24,BTCUSDT
17,52.94,-0.0972,-1.725,-2.712,-1.831,47.1,23.5,29.4,4,2.5,60,1.0,1.5,6,BTCUSDT
17,58.82,-0.0902,-1.625,-3.975,-1.569,52.9,29.4,17.6,4,2.5,60,1.0,1.5,12,BTCUSDT
16,56.25,-0.2637,-4.256,-6.543,-4.063,56.2,43.8,0.0,4,2.5,60,1.0,1.5,24,BTCUSDT
14,50.0,-0.254,-3.6,-5.037,-3.977,42.9,14.3,42.9,4,2.5,60,1.0,2.5,6,BTCUSDT
14,57.14,-0.2102,-3.023,-3.821,-3.047,50.0,14.3,35.7,4,2.5,60,1.0,2.5,12,BTCUSDT
13,69.23,-0.0091,-0.238,-3.69,-0.13,69.2,15.4,15.4,4,2.5,60,1.0,2.5,24,BTCUSDT
13,46.15,-0.3444,-4.484,-5.271,-5.278,38.5,0.0,61.5,4,2.5,60,1.0,4.0,6,BTCUSDT
13,53.85,-0.3051,-4.032,-5.088,-3.97,46.2,7.7,46.2,4,2.5,60,1.0,4.0,12,BTCUSDT
12,66.67,0.008,-0.036,-4.177,0.104,66.7,8.3,25.0,4,2.5,60,1.0,4.0,24,BTCUSDT
16,31.25,-0.4474,-7.017,-8.237,-7.628,18.8,37.5,43.8,4,2.5,60,1.5,1.5,6,BTCUSDT
16,43.75,-0.3618,-5.755,-6.992,-5.467,18.8,43.8,37.5,4,2.5,60,1.5,1.5,12,BTCUSDT
15,40.0,-0.47,-6.974,-8.195,-6.11,40.0,60.0,0.0,4,2.5,60,1.5,1.5,24,BTCUSDT
13,30.77,-0.7589,-9.525,-10.713,-11.391,7.7,23.1,69.2,4,2.5,60,1.5,2.5,6,BTCUSDT
13,46.15,-0.5901,-7.528,-8.742,-7.958,7.7,23.1,69.2,4,2.5,60,1.5,2.5,12,BTCUSDT
12,58.33,-0.2093,-2.647,-5.65,-2.397,41.7,25.0,33.3,4,2.5,60,1.5,2.5,24,BTCUSDT
12,25.0,-0.6643,-7.763,-8.974,-10.854,8.3,0.0,91.7,4,2.5,60,1.5,4.0,6,BTCUSDT
12,50.0,-0.3853,-4.661,-5.913,-4.856,8.3,8.3,83.3,4,2.5,60,1.5,4.0,12,BTCUSDT
11,63.64,0.1094,1.057,-4.495,1.27,45.5,9.1,45.5,4,2.5,60,1.5,4.0,24,BTCUSDT
16,31.25,-0.4748,-7.423,-8.592,-8.244,6.2,37.5,56.2,4,2.5,60,2.0,1.5,6,BTCUSDT
16,37.5,-0.4645,-7.292,-6.755,-7.21,6.2,43.8,50.0,4,2.5,60,2.0,1.5,12,BTCUSDT
15,33.33,-0.5033,-7.479,-6.272,-5.828,33.3,66.7,0.0,4,2.5,60,2.0,1.5,24,BTCUSDT
13,30.77,-0.7729,-9.688,-10.713,-11.808,0.0,23.1,76.9,4,2.5,60,2.0,2.5,6,BTCUSDT
13,38.46,-0.7466,-9.385,-8.742,-10.939,0.0,23.1,76.9,4,2.5,60,2.0,2.5,12,BTCUSDT
12,58.33,-0.001,-0.221,-5.269,-0.01,41.7,25.0,33.3,4,2.5,60,2.0,2.5,24,BTCUSDT
12,25.0,-0.6794,-7.929,-8.974,-11.345,0.0,0.0,100.0,4,2.5,60,2.0,4.0,6,BTCUSDT
12,41.67,-0.5548,-6.575,-5.913,-7.434,0.0,8.3,91.7,4,2.5,60,2.0,4.0,12,BTCUSDT
11,63.64,-0.031,-0.62,-4.17,-0.265,45.5,18.2,36.4,4,2.5,60,2.0,4.0,24,BTCUSDT
16,31.25,-0.5104,-7.94,-8.985,-9.445,0.0,37.5,62.5,4,2.5,60,3.0,1.5,6,BTCUSDT
16,37.5,-0.4857,-7.601,-6.946,-7.775,0.0,43.8,56.2,4,2.5,60,3.0,1.5,12,BTCUSDT
15,33.33,-0.2828,-4.438,-5.16,-2.734,20.0,66.7,13.3,4,2.5,60,3.0,1.5,24,BTCUSDT
13,30.77,-0.7729,-9.688,-10.713,-11.808,0.0,23.1,76.9,4,2.5,60,3.0,2.5,6,BTCUSDT
13,38.46,-0.7466,-9.385,-8.742,-10.939,0.0,23.1,76.9,4,2.5,60,3.0,2.5,12,BTCUSDT
12,58.33,0.2492,2.752,-5.269,2.234,16.7,25.0,58.3,4,2.5,60,3.0,2.5,24,BTCUSDT
12,25.0,-0.6794,-7.929,-8.974,-11.345,0.0,0.0,100.0,4,2.5,60,3.0,4.0,6,BTCUSDT
12,41.67,-0.5548,-6.575,-5.913,-7.434,0.0,8.3,91.7,4,2.5,60,3.0,4.0,12,BTCUSDT
11,63.64,0.2944,2.92,-4.17,2.22,27.3,18.2,54.5,4,2.5,60,3.0,4.0,24,BTCUSDT
15,46.67,-0.2208,-3.337,-4.132,-4.147,40.0,26.7,33.3,4,2.5,65,1.0,1.5,6,BTCUSDT
15,53.33,-0.2129,-3.238,-4.034,-3.652,46.7,33.3,20.0,4,2.5,65,1.0,1.5,12,BTCUSDT
14,50.0,-0.42,-5.826,-6.601,-6.419,50.0,50.0,0.0,4,2.5,65,1.0,1.5,24,BTCUSDT
12,41.67,-0.2979,-3.582,-4.375,-5.419,33.3,8.3,58.3,4,2.5,65,1.0,2.5,6,BTCUSDT
11,45.45,-0.4939,-5.398,-6.177,-6.966,36.4,18.2,45.5,4,2.5,65,1.0,2.5,12,BTCUSDT
10,60.0,-0.2609,-2.681,-5.276,-3.457,60.0,20.0,20.0,4,2.5,65,1.0,2.5,24,BTCUSDT
12,41.67,-0.2759,-3.32,-4.116,-5.26,33.3,0.0,66.7,4,2.5,65,1.0,4.0,6,BTCUSDT
10,40.0,-0.6457,-6.382,-7.153,-8.133,30.0,10.0,60.0,4,2.5,65,1.0,4.0,12,BTCUSDT
9,55.56,-0.266,-2.485,-5.748,-3.159,55.6,11.1,33.3,4,2.5,65,1.0,4.0,24,BTCUSDT
14,35.71,-0.2727,-3.832,-5.094,-4.774,21.4,28.6,50.0,4,2.5,65,1.5,1.5,6,BTCUSDT
14,50.0,-0.1749,-2.527,-4.335,-2.686,21.4,35.7,42.9,4,2.5,65,1.5,1.5,12,BTCUSDT
13,46.15,-0.2854,-3.788,-5.956,-3.646,46.2,53.8,0.0,4,2.5,65,1.5,1.5,24,BTCUSDT
11,27.27,-0.4619,-5.02,-6.266,-8.723,9.1,9.1,81.8,4,2.5,65,1.5,2.5,6,BTCUSDT
11,45.45,-0.4935,-5.395,-6.637,-6.884,9.1,18.2,72.7,4,2.5,65,1.5,2.5,12,BTCUSDT
10,60.0,-0.1171,-1.289,-4.334,-1.419,40.0,20.0,40.0,4,2.5,65,1.5,2.5,24,BTCUSDT
11,27.27,-0.438,-4.762,-6.012,-8.707,9.1,0.0,90.9,4,2.5,65,1.5,4.0,6,BTCUSDT
10,40.0,-0.6105,-6.057,-7.29,-7.477,10.0,10.0,80.0,4,2.5,65,1.5,4.0,12,BTCUSDT
9,55.56,-0.1618,-1.578,-5.748,-1.813,33.3,11.1,55.6,4,2.5,65,1.5,4.0,24,BTCUSDT
14,35.71,-0.3041,-4.252,-5.461,-5.416,7.1,28.6,64.3,4,2.5,65,2.0,1.5,6,BTCUSDT
14,42.86,-0.2923,-4.116,-4.438,-4.569,7.1,35.7,57.1,4,2.5,65,2.0,1.5,12,BTCUSDT
13,38.46,-0.3238,-4.31,-4.927,-3.634,38.5,61.5,0.0,4,2.5,65,2.0,1.5,24,BTCUSDT
11,27.27,-0.4785,-5.191,-6.266,-9.296,0.0,9.1,90.9,4,2.5,65,2.0,2.5,6,BTCUSDT
11,36.36,-0.6784,-7.294,-6.637,-10.433,0.0,18.2,81.8,4,2.5,65,2.0,2.5,12,BTCUSDT
10,60.0,0.0829,0.673,-2.67,0.895,40.0,20.0,40.0,4,2.5,65,2.0,2.5,24,BTCUSDT
11,27.27,-0.4545,-4.933,-6.012,-9.322,0.0,0.0,100.0,4,2.5,65,2.0,4.0,6,BTCUSDT
10,30.0,-0.8139,-7.943,-7.29,-10.95,0.0,10.0,90.0,4,2.5,65,2.0,4.0,12,BTCUSDT
9,55.56,-0.4446,-4.16,-5.748,-3.727,33.3,22.2,44.4,4,2.5,65,2.0,4.0,24,BTCUSDT
14,35.71,-0.3447,-4.787,-5.867,-6.591,0.0,28.6,71.4,4,2.5,65,3.0,1.5,6,BTCUSDT
14,42.86,-0.3165,-4.436,-4.438,-5.113,0.0,35.7,64.3,4,2.5,65,3.0,1.5,12,BTCUSDT
13,38.46,-0.0694,-1.165,-4.927,-0.649,23.1,61.5,15.4,4,2.5,65,3.0,1.5,24,BTCUSDT
11,27.27,-0.4785,-5.191,-6.266,-9.296,0.0,9.1,90.9,4,2.5,65,3.0,2.5,6,BTCUSDT
11,36.36,-0.6784,-7.294,-6.637,-10.433,0.0,18.2,81.8,4,2.5,65,3.0,2.5,12,BTCUSDT
10,60.0,0.3352,3.188,-2.67,3.138,20.0,20.0,60.0,4,2.5,65,3.0,2.5,24,BTCUSDT
11,27.27,-0.4545,-4.933,-6.012,-9.322,0.0,0.0,100.0,4,2.5,65,3.0,4.0,6,BTCUSDT
10,30.0,-0.8139,-7.943,-7.29,-10.95,0.0,10.0,90.0,4,2.5,65,3.0,4.0,12,BTCUSDT
9,55.56,-0.2111,-2.171,-5.748,-1.591,22.2,22.2,55.6,4,2.5,65,3.0,4.0,24,BTCUSDT
13,69.23,0.0852,1.045,-1.868,1.61,53.8,23.1,23.1,4,2.5,70,1.0,1.5,6,BTCUSDT
12,66.67,0.0272,0.258,-2.333,0.487,58.3,25.0,16.7,4,2.5,70,1.0,1.5,12,BTCUSDT
12,58.33,-0.2117,-2.6,-4.927,-3.281,58.3,41.7,0.0,4,2.5,70,1.0,1.5,24,BTCUSDT
11,72.73,0.1407,1.495,-2.872,2.54,54.5,9.1,36.4,4,2.5,70,1.0,2.5,6,BTCUSDT
9,66.67,-0.123,-1.19,-4.482,-1.679,55.6,22.2,22.2,4,2.5,70,1.0,2.5,12,BTCUSDT
9,77.78,0.0522,0.374,-4.482,0.686,77.8,22.2,0.0,4,2.5,70,1.0,2.5,24,BTCUSDT
11,72.73,0.1646,1.77,-2.608,3.161,54.5,0.0,45.5,4,2.5,70,1.0,4.0,6,BTCUSDT
8,62.5,-0.2663,-2.218,-4.692,-3.104,50.0,12.5,37.5,4,2.5,70,1.0,4.0,12,BTCUSDT
8,75.0,0.0856,0.577,-4.17,0.998,75.0,12.5,12.5,4,2.5,70,1.0,4.0,24,BTCUSDT
12,50.0,-0.0347,-0.486,-2.81,-0.61,25.0,25.0,50.0,4,2.5,70,1.5,1.5,6,BTCUSDT
11,63.64,0.135,1.407,-2.333,2.062,36.4,27.3,36.4,4,2.5,70,1.5,1.5,12,BTCUSDT
11,54.55,-0.0336,-0.492,-4.927,-0.43,54.5,45.5,0.0,4,2.5,70,1.5,1.5,24,BTCUSDT
10,50.0,-0.0476,-0.536,-3.901,-0.822,20.0,10.0,70.0,4,2.5,70,1.5,2.5,6,BTCUSDT
9,66.67,-0.0211,-0.292,-4.009,-0.269,33.3,22.2,44.4,4,2.5,70,1.5,2.5,12,BTCUSDT
9,77.78,0.2675,2.314,-4.009,3.191,55.6,22.2,22.2,4,2.5,70,1.5,2.5,24,BTCUSDT
10,50.0,-0.0212,-0.267,-3.64,-0.388,20.0,0.0,80.0,4,2.5,70,1.5,4.0,6,BTCUSDT
8,62.5,-0.1084,-0.99,-4.219,-1.175,37.5,12.5,50.0,4,2.5,70,1.5,4.0,12,BTCUSDT
8,75.0,0.2653,2.015,-4.17,2.894,50.0,12.5,37.5,4,2.5,70,1.5,4.0,24,BTCUSDT
12,50.0,-0.0397,-0.547,-2.82,-0.691,8.3,25.0,66.7,4,2.5,70,2.0,1.5,6,BTCUSDT
11,54.55,0.0164,0.088,-2.333,0.241,9.1,27.3,63.6,4,2.5,70,2.0,1.5,12,BTCUSDT
11,45.45,-0.0791,-1.032,-4.927,-0.867,45.5,54.5,0.0,4,2.5,70,2.0,1.5,24,BTCUSDT
10,50.0,-0.1036,-1.086,-3.901,-1.902,0.0,10.0,90.0,4,2.5,70,2.0,2.5,6,BTCUSDT
9,55.56,-0.2216,-2.072,-3.649,-2.894,0.0,22.2,77.8,4,2.5,70,2.0,2.5,12,BTCUSDT
9,77.78,0.5453,4.864,-2.67,5.809,55.6,22.2,22.2,4,2.5,70,2.0,2.5,24,BTCUSDT
10,50.0,-0.0772,-0.817,-3.64,-1.51,0.0,0.0,100.0,4,2.5,70,2.0,4.0,6,BTCUSDT
8,50.0,-0.334,-2.758,-4.17,-3.717,0.0,12.5,87.5,4,2.5,70,2.0,4.0,12,BTCUSDT
8,75.0,0.0097,-0.171,-4.17,0.075,50.0,25.0,25.0,4,2.5,70,2.0,4.0,24,BTCUSDT
12,50.0,-0.0871,-1.103,-3.238,-1.624,0.0,25.0,75.0,4,2.5,70,3.0,1.5,6,BTCUSDT
11,54.55,-0.0145,-0.246,-2.333,-0.22,0.0,27.3,72.7,4,2.5,70,3.0,1.5,12,BTCUSDT
